00100010101000111111100011000110001;A
00100010101111110001100011000110001;A
01110100011000111111100011000110001;A
00100010101010110101111111010110101;A
00010001010101011111100011000110001;A
00100010101000111111100011000100000;A
11111100011000111111100011000110001;A
00100011111100011000110001100011000;A
00100010101000110001111111000110001;A
00010001010101001110100011000110001;A
11110100011000111110100011000111110;B
11111100011000111111100011000111111;B
11110100011000111110100011000111111;B
11100100101001011110100101001011110;B
01110100011000111110100011000101110;B
11110100011000111110111111000111110;B
10000100001000011110100011000111110;B
11110100011000111100100011000111110;B
11111101011010111111101011010111111;B
11100100011000111100100011000111100;B
01110100011000010000100001000101110;C
01111100001000010000100001000001111;C
11111100001000010000100001000011111;C
00111100001000010000100001000000111;C
01110100011000110000100001000101110;C
11111100011000110001100011000111111;C
01110100011000010000100001000111111;C
00110010011000010000100001000100110;C
01111100001000010000100001000001110;C
01111111111000010000100001111111111;C
11110100011000110001100011000111110;D
11111100011000110001100011000111111;D
11100100101001010010100101001011100;D
11110100011001110011100111000111110;D
01111010001010001010001010000111100;D
11110100011000110001100011000111110;D
11000110011100111001110011100111000;D
11110100011000110011100011000111110;D
01110010010100101001010010100101110;D
11111100111001110011100111001111111;D
11111100001000011110100001000011111;E
11111100001000011100100001000011111;E
11110100001000011100100001000011110;E
11111100011000111111100011000111111;E
01110010000100001110010000100001110;E
11111100001000011111100001000011111;E
11111100001000010000100001000011111;E
11111100001000011110100001000000000;E
00000100001000011110100001000011111;E
11111100101001011110100101001011111;E
11111100001000011110100001000010000;F
11111100001000011100100001000010000;F
11110100001000011100100001000010000;F
11111100011000111111100011000110001;F
01111010000100001110010000100001000;F
11111100001000010000100001000010000;F
11111100001000011111100001000010000;F
00111110000100001111010000100001000;F
11111100101001011100100101001010010;F
11111100001000011110100001000011000;F
01110100011000010111100011000101110;G
01111100001000010111100011000001111;G
01110100011000010111101001100010111;G
01110100011000010111010001100010111;G
11111100001000010111100011100011111;G
01110100011000010011100011000101110;G
00111010001000010011101000101000011;G
01110100011000010110010001100010111;G
11111100001000010011110001100011111;G
01111100001001110111101111000011111;G
10001100011000111111100011000110001;H
10001100011000111111100011000110001;H
11011110111101111111110111101111011;H
10001100011000111011100011000110001;H
01010010100101011111010100101001010;H
10001100011000110001100011000110001;H
01110011100111011111011100111001110;H
10001100011000101110100011000110001;H
11111111111111100001111111111111111;H
01110001000010000100001000010001110;I
11111001000010000100001000010011111;I
00100001000010000100001000010000100;I
01110001000010000100001000010001110;I
00111000100001000010000100001000111;I
00010000100001000010000100001000010;I
01110001110001110001110001110001110;I
10001000100001000010000100001010001;I
01110011100111001110011100111001110;I
00001000010000100001100011000101110;J
11111001000010000100001001001001110;J
00001000010000100001100011010100110;J
00010000100001000010000101001000110;J
11111000100001000010000110010011100;J
00001000010000100001000011000101110;J
11111000010000100001100011000101110;J
00011000110001100011100111001101110;J
00001000010000110001100011000101110;J
00100001000010000100100101001000110;J
10001100101010011000101001001010001;K
10010101001100011100110001010010010;K
11011111101110011000111001111011011;K
10001100101010011111101001001010001;K
10001100101100010000110001010010010;K
10101101011100011000110001101010101;K
10001100101010011000101001001010001;K
10010100101010011000101001010010010;K
10001101001100011000111001010010001;K
11111100111011010010101101101111111;K
10000100001000010000100001000011111;L
11000110001100011000110001100011111;L
10000100001000010000100001000011100;L
01000010000100001000010000100001111;L
11100010000100001000010000100011111;L
10000100001000010000100001000011111;L
11111110001100011000110001100011111;L
10000100001000010000100001111111111;L
00100001000010000100001000010000111;L
10100101001010010100101001010011111;L
10001110111010110001100011000110001;M
10001110111010110101100011000110001;M
11011111111010110001100011000110001;M
10001110111010110001100011000100000;M
01010111111010110001100011000110001;M
10001111111010110001100011000110001;M
11111101011010110001100011000110001;M
10001110111000110001100011000110001;M
10001110111011110001100011000110001;M
10101101011010110001100011000110001;M
10001110011010110011100011000110001;N
11001110011010110011100111001110011;N
10001100011100110101100111000110001;N
01001011010101100111000110001100011;N
10001110011010110011100011000100000;N
10111101111001110011100011000110001;N
10001111011010110011100011000110001;N
10001100011100111111100011000110001;N
11111110011010110011100011000111111;N
10001100011011110111100011000110001;N
01110100011000110001100011000101110;O
01110100011000110001100011000111111;O
11111100011000110001100011000111111;O
00110010011000110001100011000101100;O
01110100011000110001100011000100000;O
11111100011000110001100011000101110;O
01110110111000110001100011101101110;O
00100010101000110001100011010100100;O
01110100011000110111100011000101110;O
01110100011000111111100011000101110;O
11110100011000111110100001000010000;P
11111100011000111111100001000010000;P
01110010010100101110010000100001000;P
11100100101001011100100001000010000;P
00111001010010100111001000010000100;P
11111110111101111111110001100011000;P
11110100011000111110100001000000000;P
11110110011100111110110001100011000;P
11110100011000111110100001000010000;P
01100100101001001100100001000010000;P
01110100011000110001100110111100001;Q
11111100011000110001110111111100001;Q
01110100011000110101100110111000000;Q
01110100011000110101100110111000001;Q
11111100011000110001101111111100011;Q
11111110111101111111111111111100111;Q
00000011101000110001101110111100001;Q
01110100011000110001100100111000011;Q
11100001010010100111000010000100000;Q
01110100011010101110000010000000000;Q
11110100011000111110101001001010001;R
11111100011000111111110111100111001;R
01110010010100101110011000101001001;R
11110100011000111110100011000110001;R
01111010010100101111011000101001001;R
11111110111101111111111001101111001;R
01100100101001001110101001001010001;R
11110100011111010100100101000100000;R
11110110011100111110110011100111001;R
11100101001010011100110001010010100;R
01110100011000001110000011000101110;S
01111100001000001110000010000111110;S
11111100001000011111000010000111111;S
00111100001111100001111100000001110;S
11110100001000011110000010000111110;S
01110100001000001110000010000111110;S
01111100001111100001000011111100000;S
01110100011000001110000010001011100;S
01111100010000101110100001000111110;S
11111001000010000100001000010000100;T
01110001000010000100001000010000100;T
11111011100010000100001000010000100;T
11111111110010000100001000010000100;T
11111001000010000100001000010011111;T
10101001000010000100001000010000100;T
11111001000111000010000100001000010;T
00100001000010000100001000010001110;T
11111001100011000110001100011000110;T
11111000100001000010000100001000010;T
10001100011000110001100011000101110;U
10001100011000110001100011000111111;U
11011110111101111011110111101101110;U
10001100011000110001100011000110001;U
10001100011000110001100010101000100;U
01010010100101001010010100101000111;U
11011110111101111011110111101111111;U
10001100011000110001100011111111111;U
01110011100111001110011100111001110;U
10001100011001110011100110111001110;U
10001100011000110001010100101000100;V
10001100011000101010010100010000100;V
11011110111101101010010100101000100;V
10001100011000110001100010101000100;V
01010010100101001010010100010000100;V
10001100010101001010001000010000100;V
11111100010101001010010100010000100;V
10001100011000110001010100101001110;V
10001100011000101010010100010001110;V
00000100011000101010010100010000100;V
10001100011010110101101011010101010;W
10101101011010110101101011010101010;W
10001100011000110101101010111001010;W
10001100011111110101101011010101010;W
11011110111101110101101011010101010;W
10001100011000110101111111101101010;W
01010010100101010101111111010101010;W
10001100011000110101101011111110101;W
